Sentence: 0	[subject, predicate, object, confidence level] 

Sentence: 115	[He,advocated,navigational improvements on Sangamon River,1.0]  

 
Sentence: 116	[Lincoln,served as,captain in Illinois Militia,1.0]  

Sentence: 116	[captain,is in,Illinois Militia,1.0]  

Sentence: 116	[Lincoln,served during,Black Hawk War,1.0]  

Sentence: 116	[Lincoln,served Before,election,1.0]  

Sentence: 116	[Lincoln,served as,captain,1.0]  

Sentence: 116	[Lincoln,served during,Hawk War,1.0]  

 
Sentence: 117	[Lincoln,continued,his campaign for August 6 election for Illinois General Assembly,1.0]  

Sentence: 117	[Lincoln,continued,his campaign,1.0]  

Sentence: 117	[Lincoln,continued Following,his return,0.14913796371045707]  

Sentence: 117	[Lincoln,continued,his campaign for August 6 election,1.0]  

 
Sentence: 118	[he,was tall At,6feet 4inches,1.0]  

Sentence: 118	[he,was tall At,193 cm,1.0]  

Sentence: 118	[he,was,tall,1.0]  

 
Sentence: 119	[supporter,is in,crowd,1.0]  

Sentence: 119	[Lincoln,threw,him,1.0]  

Sentence: 119	[Lincoln,grabbed,assailant,1.0]  

Sentence: 119	[supporter,being,attacked,1.0]  

Sentence: 119	[Lincoln,grabbed assailant At,his speech,1.0]  

Sentence: 119	[Lincoln,grabbed assailant At,his first speech,1.0]  

Sentence: 119	[Lincoln,grabbed assailant by,his neck,1.0]  

 
Sentence: 120	[Lincoln,finished,out of 13 candidates,1.0]  

Sentence: 120	[Lincoln,finished,eighth out of 13 candidates,1.0]  

Sentence: 120	[top four,were,elected,0.7819532846327293]  

 
Sentence: 121	[Lincoln,served as,New Salem 's postmaster,1.0]  

Sentence: 121	[New Salem,as,postmaster,1.0]  

 
Sentence: 122	[Blackstone,has,Commentaries,1.0]  

Sentence: 122	[He,become,lawyer,1.0]  

Sentence: 122	[He,decided,become,1.0]  

 
Sentence: 123	[I,studied with,nobody,1.0]  

Sentence: 123	[Lincoln,stated Of,his learning method,1.0]  

 
Sentence: 124	[His second campaign,was,successful,1.0]  

Sentence: 124	[His campaign,was,successful,1.0]  

Sentence: 124	[His second campaign,is in,1834,1.0]  

 
Sentence: 125	[many Democrats,favored,him,1.0]  

Sentence: 125	[Democrats,favored,him,1.0]  

Sentence: 125	[he,ran as,Whig,1.0]  

Sentence: 125	[He,won election to,state legislature,1.0]  

Sentence: 125	[He,won,election,1.0]  

 
Sentence: 126	[he,Admitted in,1836,1.0]  

Sentence: 126	[he,moved to,Springfield,1.0]  

Sentence: 126	[he,Admitted to,bar,1.0]  

Sentence: 126	[he,moved to,Illinois,1.0]  

 
Sentence: 127	[Mary Todd,has,cousin,1.0]  

 
Sentence: 128	[Lincoln,became,able lawyer with reputation as formidable adversary,1.0]  

Sentence: 128	[Lincoln,lawyer with,reputation as adversary,1.0]  

Sentence: 128	[Lincoln,became,able lawyer,1.0]  

Sentence: 128	[Lincoln,able and successful lawyer with,reputation as adversary,1.0]  

Sentence: 128	[Lincoln,became,able lawyer with reputation,1.0]  

Sentence: 128	[able lawyer,is with,reputation as formidable adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,became,able lawyer with reputation as formidable adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,able and successful lawyer with,reputation as formidable adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,able lawyer with,reputation as adversary,1.0]  

Sentence: 128	[Lincoln,became,lawyer,1.0]  

Sentence: 128	[Lincoln,able and successful lawyer with,reputation,1.0]  

Sentence: 128	[Lincoln,became,able lawyer with reputation as adversary,1.0]  

Sentence: 128	[Lincoln,lawyer with,reputation as formidable adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,able lawyer with,reputation as adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,became,able lawyer with reputation as adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,became,lawyer with reputation as adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,able lawyer with,reputation,1.0]  

Sentence: 128	[Lincoln,became,lawyer with reputation,1.0]  

Sentence: 128	[Lincoln,became,lawyer with reputation as formidable adversary,1.0]  

Sentence: 128	[Lincoln,able and successful lawyer with,reputation as adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,able and successful lawyer with,reputation as formidable adversary,1.0]  

Sentence: 128	[Lincoln,able lawyer with,reputation as formidable adversary,1.0]  

Sentence: 128	[Lincoln,lawyer with,reputation as adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,lawyer with,reputation as formidable adversary,1.0]  

Sentence: 128	[Lincoln,lawyer with,reputation,1.0]  

Sentence: 128	[Lincoln,became,lawyer with reputation as adversary,1.0]  

Sentence: 128	[Lincoln,able lawyer with,reputation as formidable adversary during cross-examinations,1.0]  

Sentence: 128	[Lincoln,became,lawyer with reputation as formidable adversary during cross-examinations,1.0]  

 
Sentence: 129	[He,partnered from,1841 until 1844,1.0]  

Sentence: 129	[He,partnered with,Stephen T. Logan,1.0]  

 
Sentence: 130	[his practice,is with,William Herndon,1.0]  

Sentence: 130	[Lincoln,thought,studious young man,1.0]  

Sentence: 130	[Lincoln,began,his practice,1.0]  

Sentence: 130	[Lincoln,began,his practice with William Herndon,1.0]  

Sentence: 130	[Lincoln,thought,young man,1.0]  

Sentence: 130	[Lincoln,thought,man,1.0]  

Sentence: 130	[Lincoln,thought,studious man,1.0]  

 
Sentence: 131	[Lincoln,served,four successive terms,1.0]  

Sentence: 131	[Lincoln,served,four terms,1.0]  

 
Sentence: 132	[Michigan Canal,involved with,with later Canal Commissioner,1.0]  

Sentence: 132	[He,supported,construction of Illinois,1.0]  

Sentence: 132	[he,remained,Michigan Canal,1.0]  

Sentence: 132	[he,remained,involved with later as Canal Commissioner,0.568147452284104]  

Sentence: 132	[Michigan Canal,involved with,with Canal Commissioner,1.0]  

Sentence: 132	[he,remained,involved with as Canal Commissioner,0.568147452284104]  

Sentence: 132	[He,supported,construction,1.0]  

Sentence: 132	[he,remained,involved,0.568147452284104]  

 
Sentence: 133	[he,voted In,1835-36 legislative session,1.0]  

Sentence: 133	[he,expand,suffrage,1.0]  

Sentence: 133	[he,expand suffrage to,males,1.0]  

Sentence: 133	[he,voted In,1835-36 session,1.0]  

Sentence: 133	[he,expand suffrage to,white males,1.0]  

 
Sentence: 134	[He,was,known,1.0]  

 
Sentence: 135	[He,articulated in,1837,1.0]  

Sentence: 135	[He,first articulated,saying,1.0]  

Sentence: 135	[He,articulated,saying,1.0]  

Sentence: 135	[He,first articulated in,1837,1.0]  

 
Sentence: 136	[abolition,helping,slaves,1.0]  

Sentence: 136	[slaves,settle in,Africa,1.0]  

Sentence: 136	[freed slaves,settle in,Liberia,1.0]  

Sentence: 136	[His stance,closely followed,Henry Clay,1.0]  

Sentence: 136	[His stance,followed,Henry Clay,1.0]  

Sentence: 136	[slaves,settle in,Liberia,1.0]  

Sentence: 136	[abolition,helping,freed slaves,1.0]  

Sentence: 136	[freed slaves,settle in,Africa,1.0]  

 
Sentence: 137	[U.S.House,Lincoln in,his late 30s,1.0]  

Sentence: 137	[1847-49 Lincoln,is in,his late 30s,1.0]  

Sentence: 137	[U.S.House,Lincoln as,member of U.S. House of Representatives,1.0]  

 
Sentence: 138	[Lincoln,of,law students around 1846,1.0]  

Sentence: 138	[Photo,taken by,one Lincoln 's law students around 1846,1.0]  

Sentence: 138	[Photo,taken by,one of Lincoln 's law students around 1846,1.0]  

Sentence: 138	[Photo,taken by,one of Lincoln 's law students,1.0]  

Sentence: 138	[Photo,taken by,one Lincoln 's law students,1.0]  

 
Sentence: 139	[Lincoln,was Whig From,early 1830s,1.0]  

Sentence: 139	[Lincoln,was Whig in,1861,1.0]  

Sentence: 139	[Lincoln,was steadfast Whig in,1861,1.0]  

Sentence: 139	[Lincoln,was,From early 1830s Whig in 1861,1.0]  

Sentence: 139	[Lincoln,was,steadfast Whig,1.0]  

Sentence: 139	[Lincoln,was,From early 1830s steadfast Whig in 1861,1.0]  

Sentence: 139	[Lincoln,be,old line Whig,1.0]  

Sentence: 139	[steadfast Whig,is in,1861,1.0]  

Sentence: 139	[Lincoln,was,steadfast,1.0]  

Sentence: 139	[Lincoln,professed to,friends,1.0]  

Sentence: 139	[Lincoln,be,line Whig,1.0]  

Sentence: 139	[Lincoln,was,Whig,1.0]  

Sentence: 139	[old line Whig,disciple of,Henry Clay,1.0]  

Sentence: 139	[Lincoln,was steadfast Whig From,early 1830s,1.0]  

Sentence: 139	[Lincoln,be,old,1.0]  

 
Sentence: 140	[party,favored,modernization in banking,1.0]  

Sentence: 140	[party,favored,economic modernization,1.0]  

Sentence: 140	[party,favored,modernization,1.0]  

Sentence: 140	[party,favored,economic modernization in banking,1.0]  

Sentence: 140	[economic modernization,is in,banking,1.0]  

 
Sentence: 141	[he,served,one term,1.0]  

Sentence: 141	[Lincoln,was,elected,1.0]  

Sentence: 141	[Lincoln,was elected In,1846,1.0]  

Sentence: 141	[he,served,one two-year term,1.0]  

Sentence: 141	[Lincoln,was elected to,U.S. House of Representatives,1.0]  

Sentence: 141	[Lincoln,was elected to,U.S. House,1.0]  

Sentence: 141	[Lincoln,was,In 1846 elected to U.S. House of Representatives,1.0]  

Sentence: 141	[Lincoln,was,In 1846 elected to U.S. House,1.0]  

 
Sentence: 142	[only Whig,is in,Illinois delegation,1.0]  

 
Sentence: 143	[collaboration,is with,abolitionist Congressman Joshua R.,1.0]  

 
Sentence: 144	[Giddings,wrote,vote on matter,1.0]  

Sentence: 144	[enforcement,capture,slaves,0.5931958473991769]  

Sentence: 144	[Giddings,wrote,vote,1.0]  

Sentence: 144	[Giddings,wrote,popular vote,1.0]  

Sentence: 144	[Giddings,wrote,popular vote on matter,1.0]  

Sentence: 144	[enforcement,capture,fugitive slaves,0.5931958473991769]  

 
Sentence: 145	[He,abandoned,bill,1.0]  

Sentence: 145	[it,garner,sufficient Whig supporters,1.0]  

Sentence: 145	[it,garner,Whig supporters,1.0]  

 
Sentence: 146	[President Polk,to,desire for military glory-that attractive rainbow,1.0]  

Sentence: 146	[Lincoln,spoke out against,Mexican-American War,1.0]  

Sentence: 146	[he,attributed to,President Polk 's desire for glory-that rainbow,1.0]  

Sentence: 146	[he,attributed to,President Polk 's desire,1.0]  

Sentence: 146	[Lincoln,spoke out On,foreign policy,1.0]  

Sentence: 146	[he,attributed to,President Polk 's desire for military glory-that attractive rainbow,1.0]  

Sentence: 146	[he,attributed to,President Polk 's desire for military glory-that rainbow,1.0]  

Sentence: 146	[he,attributed to,President Polk 's desire for glory-that attractive rainbow,1.0]  

Sentence: 146	[Lincoln,spoke out On,policy,1.0]  

 
Sentence: 147	[Lincoln,supported,Wilmot Proviso,1.0]  

Sentence: 147	[it,had,had adopted,1.0]  

Sentence: 147	[Lincoln,also supported,Wilmot Proviso,1.0]  

 
Sentence: 148	[Lincoln,drafting,his Spot Resolutions,1.0]  

Sentence: 148	[Lincoln,emphasized,his opposition,1.0]  

Sentence: 148	[Lincoln,emphasized,his opposition to Polk,1.0]  

 
Sentence: 149	[war,had begun with,Mexican slaughter of American soldiers,1.0]  

Sentence: 149	[war,had begun with,slaughter of American soldiers in territory disputed by Mexico,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter of American soldiers in territory disputed,1.0]  

Sentence: 149	[war,had begun with,slaughter of soldiers,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter of soldiers in territory disputed by Mexico,1.0]  

Sentence: 149	[Mexican slaughter,is in,territory disputed by Mexico,1.0]  

Sentence: 149	[war,had begun with,slaughter in territory,1.0]  

Sentence: 149	[war,had begun with,slaughter of American soldiers,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter of American soldiers in territory,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter of soldiers in territory disputed,1.0]  

Sentence: 149	[war,had begun with,slaughter of American soldiers in territory,1.0]  

Sentence: 149	[war,had begun with,slaughter in territory disputed,1.0]  

Sentence: 149	[war,had begun with,slaughter of soldiers in territory disputed,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter in territory disputed,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter in territory disputed by Mexico,1.0]  

Sentence: 149	[war,had begun with,slaughter,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter in territory,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter of American soldiers in territory disputed by Mexico,1.0]  

Sentence: 149	[war,had begun with,slaughter of soldiers in territory,1.0]  

Sentence: 149	[war,had begun with,slaughter in territory disputed by Mexico,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter of soldiers,1.0]  

Sentence: 149	[war,had begun with,slaughter of American soldiers in territory disputed,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter,1.0]  

Sentence: 149	[war,had begun with,Mexican slaughter of soldiers in territory,1.0]  

Sentence: 149	[war,had begun with,slaughter of soldiers in territory disputed by Mexico,1.0]  

 
Sentence: 150	[soldiers,shed,blood,1.0]  

Sentence: 150	[soldiers,shed blood on,our soil,1.0]  

Sentence: 150	[soldiers,shed blood on,our own soil,1.0]  

Sentence: 150	[soldiers,invaded,our territory,1.0]  

Sentence: 150	[Mexican soldiers,shed blood on,our soil,1.0]  

Sentence: 150	[Mexican soldiers,shed blood on,our own soil,1.0]  

Sentence: 150	[Mexican soldiers,shed,blood,1.0]  

Sentence: 150	[Mexican soldiers,shed,blood of our fellow-citizens,1.0]  

Sentence: 150	[Mexican soldiers,invaded,our territory,1.0]  

Sentence: 150	[soldiers,shed,blood of our fellow-citizens,1.0]  

 
Sentence: 151	[blood,had,had shed,1.0]  

Sentence: 151	[Polk,show,Congress,1.0]  

Sentence: 151	[spot,was on,American soil,1.0]  

Sentence: 151	[Polk,show,spot,1.0]  

Sentence: 151	[spot,was on,soil,1.0]  

Sentence: 151	[Polk,show,exact spot,1.0]  

 
Sentence: 152	[it,resulted in,loss of political support for Lincoln in his district,1.0]  

Sentence: 152	[Congress,even debated,it,1.0]  

Sentence: 152	[it,resulted in,loss in his district,1.0]  

Sentence: 152	[it,resulted in,loss of support,1.0]  

Sentence: 152	[it,resulted in,loss,1.0]  

Sentence: 152	[it,resulted in,loss of political support for Lincoln,1.0]  

Sentence: 152	[it,resulted in,loss of support in his district,1.0]  

Sentence: 152	[it,resulted in,loss of political support,1.0]  

Sentence: 152	[it,resulted in,loss of support for Lincoln in his district,1.0]  

Sentence: 152	[national papers,ignored,it,1.0]  

Sentence: 152	[papers,ignored,it,1.0]  

Sentence: 152	[loss,is in,his district,1.0]  

Sentence: 152	[it,resulted in,loss of support for Lincoln,1.0]  

Sentence: 152	[Congress,debated,it,1.0]  

Sentence: 152	[it,resulted in,loss of political support in his district,1.0]  

 
Sentence: 153	[Illinois newspaper,derisively nicknamed,Lincoln,1.0]  

Sentence: 153	[One Illinois newspaper,nicknamed,spotty Lincoln,1.0]  

Sentence: 153	[Illinois newspaper,nicknamed,spotty Lincoln,1.0]  

Sentence: 153	[Illinois newspaper,derisively nicknamed,spotty Lincoln,1.0]  

Sentence: 153	[One Illinois newspaper,nicknamed,Lincoln,1.0]  

Sentence: 153	[One Illinois newspaper,derisively nicknamed,Lincoln,1.0]  

Sentence: 153	[One Illinois newspaper,derisively nicknamed,spotty Lincoln,1.0]  

Sentence: 153	[Illinois newspaper,nicknamed,Lincoln,1.0]  

 
Sentence: 154	[Lincoln,later regretted,some his statements,1.0]  

Sentence: 154	[Lincoln,regretted,some,1.0]  

Sentence: 154	[Lincoln,regretted,some his statements,1.0]  

Sentence: 154	[Lincoln,regretted,some of his statements,1.0]  

Sentence: 154	[Lincoln,later regretted,some of his statements,1.0]  

Sentence: 154	[Lincoln,later regretted,some,1.0]  

 
Sentence: 155	[Whig nomination,is in,1848 presidential election,1.0]  

 
Sentence: 156	[Lincoln,in,view,1.0]  

Sentence: 156	[Lincoln,be appointed,Commissioner,1.0]  

Sentence: 156	[Lincoln,'s view is,old fossil,1.0]  

Sentence: 156	[Lincoln,be appointed,Commissioner of General Land Office,1.0]  

 
Sentence: 157	[administration,offered,consolation prize of secretary,1.0]  

Sentence: 157	[administration,offered,consolation prize,1.0]  

Sentence: 157	[administration,offered,him,1.0]  

Sentence: 157	[administration,offered,consolation prize of secretary of Oregon Territory,1.0]  

 
Sentence: 158	[territory,was,stronghold,1.0]  

Sentence: 158	[distant territory,was,Democratic stronghold,1.0]  

Sentence: 158	[territory,was,Democratic stronghold,1.0]  

Sentence: 158	[his legal career,is in,Illinois,1.0]  

Sentence: 158	[he,declined,his law practice,1.0]  

Sentence: 158	[his career,acceptance of,post,0.7372677732120634]  

Sentence: 158	[distant territory,was,stronghold,1.0]  

Sentence: 158	[he,so declined,his law practice,1.0]  

Sentence: 158	[his legal career,acceptance of,post,0.7372677732120634]  

Sentence: 158	[territory,was,Democratic,1.0]  

 
Sentence: 159	[Prairie lawyer Lincoln,practicing law in,Springfield,1.0]  

Sentence: 159	[Prairie lawyer Lincoln,practicing,law,1.0]  

 
Sentence: 160	[he,appeared in,when session,1.0]  

Sentence: 160	[he,Twice appeared in,county seats in region,1.0]  

Sentence: 160	[he,Twice appeared in,session,1.0]  

Sentence: 160	[he,Twice appeared for,10 weeks,1.0]  

Sentence: 160	[he,appeared in,session,1.0]  

Sentence: 160	[he,appeared for,16 years,1.0]  

Sentence: 160	[he,appeared for,10 weeks,1.0]  

Sentence: 160	[he,Twice appeared in,county seats,1.0]  

Sentence: 160	[county seats,is in,midstate region,1.0]  

Sentence: 160	[he,appeared in,county seats in region,1.0]  

Sentence: 160	[he,Twice appeared in,when session,1.0]  

Sentence: 160	[he,Twice appeared for,16 years,1.0]  

Sentence: 160	[he,Twice appeared for,10 weeks at time,1.0]  

Sentence: 160	[county courts,were in,when session,1.0]  

Sentence: 160	[he,appeared for,10 weeks at time,1.0]  

Sentence: 160	[16 years,weeks at,time,1.0]  

Sentence: 160	[county courts,were in,session,1.0]  

Sentence: 160	[he,Twice appeared in,county seats in midstate region,1.0]  

Sentence: 160	[he,appeared in,county seats,1.0]  

Sentence: 160	[he,appeared in,county seats in midstate region,1.0]  

 
Sentence: 161	[Lincoln,handled transportation cases in,midst,1.0]  

Sentence: 161	[nation,of,western expansion,1.0]  

Sentence: 161	[Lincoln,handled transportation cases in,midst of nation 's expansion,1.0]  

Sentence: 161	[Lincoln,handled,transportation cases,1.0]  

Sentence: 161	[Lincoln,handled,many transportation cases,1.0]  

Sentence: 161	[Lincoln,handled transportation cases in,midst of nation 's western expansion,1.0]  

 
 
Sentence: 163	[he,represented,bridge company against riverboat company in landmark case,1.0]  

Sentence: 163	[he,later represented,bridge company against riverboat company,1.0]  

Sentence: 163	[he,later represented,bridge company against riverboat company in landmark case,1.0]  

Sentence: 163	[he,represented bridge company In,fact,1.0]  

Sentence: 163	[he,later represented bridge company In,fact,1.0]  

Sentence: 163	[riverboat company,is in,landmark case involving,1.0]  

Sentence: 163	[he,represented,bridge company,1.0]  

Sentence: 163	[he,represented,bridge company against riverboat company,1.0]  

Sentence: 163	[he,later represented,bridge company,1.0]  

 
Sentence: 164	[he,received,patent for flotation device for movement of boats,1.0]  

Sentence: 164	[he,received,patent,1.0]  

Sentence: 164	[he,received,patent for flotation device,1.0]  

Sentence: 164	[he,received,patent for flotation device for movement in shallow water,1.0]  

Sentence: 164	[he,received,patent for flotation device for movement of boats in water,1.0]  

Sentence: 164	[he,received,patent for flotation device for movement in water,1.0]  

Sentence: 164	[movement,is in,shallow water,1.0]  

Sentence: 164	[he,received,patent for flotation device for movement of boats in shallow water,1.0]  

Sentence: 164	[he,received,patent for flotation device for movement,1.0]  

Sentence: 164	[he,received patent In,1849,1.0]  

 
 
Sentence: 166	[he,represented Alton In,1851,1.0]  

Sentence: 166	[he,represented Alton in,dispute with one of its shareholders,1.0]  

Sentence: 166	[he,represented Sangamon Railroad in,dispute with one of its shareholders,1.0]  

Sentence: 166	[he,represented Alton in,dispute,1.0]  

Sentence: 166	[he,represented,Alton,1.0]  

Sentence: 166	[he,represented,Sangamon Railroad,1.0]  

Sentence: 166	[dispute,is with,one of its shareholders,1.0]  

Sentence: 166	[he,represented Sangamon Railroad in,dispute,1.0]  

Sentence: 166	[he,represented Sangamon Railroad in,dispute with one its shareholders,1.0]  

Sentence: 166	[he,represented Alton in,dispute with one its shareholders,1.0]  

Sentence: 166	[he,represented Sangamon Railroad In,1851,1.0]  

 
 
Sentence: 168	[charter,provide,route,1.0]  

Sentence: 168	[charter,provide,newer route,1.0]  

Sentence: 168	[charter,was,amended,1.0]  

Sentence: 168	[charter,was amended in,public interest,1.0]  

Sentence: 168	[charter,was amended in,interest,1.0]  

Sentence: 168	[Barret,has,payment,1.0]  

 
Sentence: 169	[decision,has,has cited by other courts,1.0]  

Sentence: 169	[decision,has,has cited by other courts in nation,1.0]  

Sentence: 169	[decision,has,has cited by numerous courts,1.0]  

Sentence: 169	[decision,has,has cited by numerous courts in nation,1.0]  

Sentence: 169	[decision,has,has cited by courts,1.0]  

Sentence: 169	[decision,has,has cited by numerous other courts,1.0]  

Sentence: 169	[decision,has,has cited,1.0]  

Sentence: 169	[decision,has,has cited by numerous other courts in nation,1.0]  

Sentence: 169	[numerous other courts,is in,nation,1.0]  

Sentence: 169	[decision,has,has cited by courts in nation,1.0]  

 
Sentence: 170	[Lincoln,appeared in,51 as counsel,1.0]  

Sentence: 170	[Lincoln,appeared in,175 cases,1.0]  

Sentence: 170	[Lincoln,appeared in,51 as sole counsel,1.0]  

Sentence: 170	[Lincoln,appeared before,Illinois Supreme Court,1.0]  

 
Sentence: 171	[another,was,From 1853 to 1860 Illinois Central Railroad,1.0]  

Sentence: 171	[Lincoln 's largest clients,another of was,Illinois Central Railroad,1.0]  

Sentence: 171	[another,was,Illinois Central Railroad,1.0]  

Sentence: 171	[Lincoln,of,largest clients,1.0]  

Sentence: 171	[Lincoln 's clients,another of was,Illinois Central Railroad,1.0]  

Sentence: 171	[Lincoln 's largest clients,another of was,From 1853 to 1860 Illinois Central Railroad,1.0]  

Sentence: 171	[Lincoln 's clients,another of was,From 1853 to 1860 Illinois Central Railroad,1.0]  

 
Sentence: 172	[Lincoln 's reputation,gave,rise,1.0]  

Sentence: 172	[Lincoln 's reputation,gave,rise to his nickname,1.0]  

Sentence: 172	[Lincoln 's reputation,is with,clients,1.0]  

Sentence: 172	[Lincoln,has,reputation with clients,1.0]  

 
Sentence: 173	[Lincoln 's notable criminal trial,occurred in,1858,1.0]  

Sentence: 173	[he,defended,William Duff Armstrong,1.0]  

Sentence: 173	[Lincoln,has,most notable criminal trial,1.0]  

Sentence: 173	[Lincoln 's most notable criminal trial,occurred in,1858,1.0]  

 
Sentence: 174	[case,is famous for,Lincoln 's use of fact established,1.0]  

Sentence: 174	[case,is famous for,Lincoln 's use of fact established by notice,1.0]  

Sentence: 174	[case,is,famous,1.0]  

Sentence: 174	[Lincoln,for,use of fact established by judicial notice,1.0]  

Sentence: 174	[case,is famous for,Lincoln 's use,1.0]  

Sentence: 174	[case,is famous for,Lincoln 's use of fact,1.0]  

Sentence: 174	[case,is famous for,Lincoln 's use of fact established by judicial notice,1.0]  

 
Sentence: 175	[Lincoln,was at,low angle,1.0]  

Sentence: 175	[low angle,drastically reducing,visibility,1.0]  

Sentence: 175	[low angle,reducing,visibility,1.0]  

Sentence: 175	[angle,drastically reducing,visibility,1.0]  

Sentence: 175	[witness,seeing,crime in moonlight,1.0]  

Sentence: 175	[witness,seeing,crime,1.0]  

Sentence: 175	[opposing witness,seeing,crime,1.0]  

Sentence: 175	[Lincoln,was,low,1.0]  

Sentence: 175	[angle,reducing,visibility,1.0]  

Sentence: 175	[seeing,crime in,moonlight,0.8035067012109401]  

Sentence: 175	[opposing witness,seeing,crime in moonlight,1.0]  

Sentence: 175	[Lincoln,was at,angle,1.0]  

Sentence: 175	[crime,is in,moonlight,1.0]  

Sentence: 175	[Lincoln,produced,Farmers ' Almanac,1.0]  

 
Sentence: 176	[Armstrong,was acquitted Based on,evidence,1.0]  

Sentence: 176	[Armstrong,was,acquitted,1.0]  

 
Sentence: 177	[objections,is in,courtroom,1.0]  

 
Sentence: 178	[judge,holding Lincoln in,contempt of court,1.0]  

Sentence: 178	[judge,holding,Lincoln,1.0]  

Sentence: 178	[evidence,acquitting,Harrison,1.0]  

Sentence: 178	[judge,reversed,his ruling,1.0]  

Sentence: 178	[judge,allowing,evidence,0.6087334694823243]  

Sentence: 178	[judge,holding Lincoln in,contempt,1.0]  

Sentence: 178	[judge,holding Lincoln,expected,1.0]  

 
 
Sentence: 180	[Lincoln,disapproved of,slavery,1.0]  

Sentence: 180	[Lincoln,spread to,U.S. territory,1.0]  

Sentence: 180	[Lincoln,spread in,west,1.0]  

Sentence: 180	[Lincoln,spread to,new U.S. territory,1.0]  

Sentence: 180	[spread,is in,west,1.0]  

Sentence: 180	[Lincoln,spread of,slavery,1.0]  

 
Sentence: 181	[He,oppose,Kansas-Nebraska Act,1.0]  

Sentence: 181	[law,repealed,1820,1.0]  

Sentence: 181	[law,repealed,Missouri Compromise,1.0]  

Sentence: 181	[He,returned to,politics,1.0]  

Sentence: 181	[law,repealed,slavery-restricting Missouri Compromise,1.0]  

Sentence: 181	[He,oppose,1854,1.0]  

Sentence: 181	[He,oppose,pro-slavery Kansas-Nebraska Act,1.0]  

 
Sentence: 182	[Senator Stephen A. Douglas,had incorporated sovereignty into,Act,1.0]  

Sentence: 182	[Senior Senator Stephen A. Douglas,had incorporated,popular sovereignty,1.0]  

Sentence: 182	[Senior Senator Stephen A. Douglas,had incorporated sovereignty into,Act,1.0]  

Sentence: 182	[Senator Stephen A. Douglas,had incorporated,sovereignty,1.0]  

Sentence: 182	[Senator Stephen A. Douglas,had incorporated,popular sovereignty,1.0]  

Sentence: 182	[Senior Senator Stephen A. Douglas,had incorporated,sovereignty,1.0]  

 
Sentence: 183	[slavery,have,such decision,1.0]  

Sentence: 183	[slavery,is in,new U.S. territory,1.0]  

Sentence: 183	[slavery,have,decision,1.0]  

Sentence: 183	[slavery,have,such decision restricted,1.0]  

Sentence: 183	[settlers,had,right determine,1.0]  

Sentence: 183	[slavery,have,such decision restricted by national Congress,1.0]  

Sentence: 183	[settlers,had,right determine locally,1.0]  

Sentence: 183	[slavery,have,decision restricted by Congress,1.0]  

Sentence: 183	[slavery,have,decision restricted by national Congress,1.0]  

Sentence: 183	[slavery,have,decision restricted,1.0]  

Sentence: 183	[slavery,have,such decision restricted by Congress,1.0]  

 
Sentence: 184	[Eric Foner,contrasts,abolitionists,1.0]  

Sentence: 184	[Eric Foner,contrasts,abolitionists of Northeast,1.0]  

Sentence: 184	[Eric Foner,contrasts abolitionists with,conservative Republicans,1.0]  

Sentence: 184	[Eric Foner,contrasts abolitionists with,Republicans,1.0]  

 
Sentence: 185	[it,violated,republicanism principles of Fathers,1.0]  

Sentence: 185	[it,violated,republicanism principles of Founding Fathers,1.0]  

Sentence: 185	[it,violated,republicanism principles,1.0]  

 
 
